Name,Age,Nationality,Position,Finishing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Balance,ShotPower,Jumping,Stamina,Strength,quality_level
J. Valencia,20,Colombia,CM,40,74,68,61,67,64,64,72,60,74,72,C
C. Itten,21,Switzerland,ST,66,61,55,73,61,58,63,64,67,70,67,C
A. Cruz,20,Mexico,LB,34,68,63,66,67,55,78,36,58,69,68,C
J. Gatt,26,United States,ST,59,55,46,90,91,76,68,60,71,52,63,C
E. Burgos,26,Argentina,RCB,23,58,45,41,38,49,38,58,43,69,85,C
J. Martínez,31,Mexico,RB,50,69,60,68,77,74,65,66,61,75,68,C
D. Balanta,24,Colombia,LCB,17,58,49,66,68,45,46,40,66,75,79,C
B. Hines-Ike,23,United States,LCB,37,62,58,67,71,64,62,63,74,71,72,C
V. Hoff,22,Norway,CM,56,70,65,68,70,72,80,58,78,79,60,C
R. Mühren,29,Netherlands,CAM,69,64,58,62,55,66,66,70,68,68,67,C
P. Mullins,26,United States,ST,65,48,27,61,64,51,55,75,74,67,72,C
J. Stage,21,Denmark,RM,59,68,65,71,78,67,68,64,61,73,70,C
N. Peñailillo,26,Chile,LB,61,71,62,81,72,57,57,75,80,72,78,C
T. Takagi,27,Japan,LM,68,56,52,87,72,76,83,70,47,75,55,C
T. Andreu,30,France,CAM,65,69,65,61,62,67,73,68,60,64,65,C
N. Backman,29,Sweden,CB,47,54,60,48,61,64,55,76,74,54,77,C
C. Connolly,20,England,CDM,61,68,67,61,61,69,72,69,69,68,55,C
A. Bruce,33,Northern Ireland,CB,22,55,51,33,52,56,69,43,70,34,73,C
Filipe Brigues,27,Portugal,RB,46,64,55,67,71,64,71,59,69,78,68,C
T. Hájek,26,Czech Republic,CB,23,69,62,58,64,41,49,32,73,58,76,C
A. Toşca,26,Romania,LB,46,69,61,72,71,67,61,44,57,56,70,C
V. Bozhikov,30,Bulgaria,LB,37,60,49,68,66,70,69,26,80,66,77,C
Li Lei,26,China PR,LB,26,63,61,72,74,65,64,57,67,70,69,C
F. Kaufmann,25,Germany,RM,44,65,51,86,83,77,77,65,78,86,63,C
C. Washington,26,Northern Ireland,ST,66,55,48,76,78,75,62,75,51,83,75,C
M. de Leeuw,31,Netherlands,CAM,68,66,51,59,45,68,74,67,77,55,65,C
Y. Rivera,29,Colombia,LM,67,59,47,87,90,82,71,64,75,79,56,C
Nuno Valente,26,Portugal,CM,56,70,66,72,69,74,75,68,65,74,59,C
P. Vlachodimos,26,Greece,LM,62,64,64,77,73,73,57,60,65,66,57,C
E. Yao Guy,22,Ivory Coast,CB,23,53,38,69,71,61,47,48,81,68,73,C
A. Durak,31,Turkey,CDM,60,65,65,73,69,77,76,68,64,72,65,C
Diego Maurício,27,Brazil,LM,68,65,59,84,84,83,60,67,78,64,78,C
C. Rismark,26,Norway,CB,21,60,64,59,53,48,60,37,68,66,83,C
H. Lybohy,34,Ivory Coast,CB,14,56,45,55,52,32,33,52,73,55,91,C
A. Dembélé,30,France,CM,57,67,61,80,77,91,91,52,68,90,68,C
V. N'Simba,24,DR Congo,LB,58,65,59,78,80,82,88,67,84,73,48,C
Euller,23,Brazil,LB,50,63,62,77,77,91,82,69,76,76,68,C
J. van der Linden,27,Netherlands,LCB,49,72,70,31,31,34,43,76,46,63,72,C
B. Santalab,35,Australia,ST,72,54,35,66,60,66,77,77,87,56,73,C
J. Rossiter,21,England,CDM,44,65,63,61,62,69,71,59,66,71,69,C
J. Collins,23,Nigeria,LB,29,65,47,86,83,77,74,42,69,77,73,C
A. Kolev,25,Bulgaria,ST,62,59,45,77,71,73,69,69,64,78,80,C
J. Monreal,22,Chile,ST,69,64,61,64,63,64,50,68,72,69,73,C
N. Thompson,27,England,RB,36,59,54,71,68,74,88,43,89,79,81,C
J. Vargas,20,Chile,CF,64,67,55,77,74,86,83,74,56,49,48,C
M. Restrepo,37,Colombia,CDM,40,69,66,56,55,69,72,47,70,57,71,C
I. Yagan,28,Armenia,LM,66,62,65,76,67,73,76,75,71,63,62,C
G. Mencia,29,Paraguay,LCB,33,64,62,67,62,54,64,29,65,68,70,C
N. Solís,24,Argentina,LM,66,63,46,83,81,88,89,64,62,48,39,C
Stéfano Pinho,27,Brazil,ST,67,56,59,79,78,77,57,63,58,59,60,C
N. Spalek,21,Slovakia,RW,63,63,61,74,75,75,72,59,65,66,31,C
R. Festersen,31,Denmark,ST,67,62,46,77,80,70,68,66,75,76,65,C
D. Mahmudov,28,FYR Macedonia,RM,68,61,43,72,75,76,74,62,48,63,38,C
J. Nietfeld,24,Germany,ST,70,58,35,63,63,60,58,68,76,65,60,C
Freddy Cardouso,30,Brazil,CAM,52,71,64,67,64,72,81,58,64,60,58,C
Álex Barrera,27,Spain,CM,66,69,67,39,52,32,55,65,51,52,84,C
Alan Schons,25,Brazil,CM,53,70,68,65,67,64,63,73,42,65,68,C
S. Akasaki,26,Japan,ST,60,65,54,62,65,74,72,68,72,66,65,C
K. Anzai,23,Japan,LB,46,61,64,89,85,65,78,55,72,67,48,C
F. Sears,28,England,LM,65,64,58,78,79,85,86,66,51,80,59,C
C. Rivas,24,Colombia,ST,61,60,56,76,81,72,68,80,54,74,76,C
H. Alpsoy,21,Turkey,CDM,31,72,66,70,71,63,59,72,55,68,72,C
M. Heylen,24,Belgium,RCB,29,63,61,47,55,53,48,54,51,65,78,C
B. Bese,24,Hungary,RB,47,65,54,80,85,59,57,65,51,91,83,C
Josimar Feijoo,26,Brazil,CDM,44,50,62,72,62,61,73,69,81,86,71,C
R. Manning,22,Republic of Ireland,LCM,60,66,65,65,67,73,72,63,63,75,62,C
B. Sankoh,26,Guinea,CDM,19,66,63,68,51,63,62,44,71,61,74,C
M. Hornschuh,27,Germany,CB,36,66,61,52,60,55,45,42,77,64,69,C
N. Bellomo,27,Italy,CM,58,70,67,64,66,72,69,67,71,71,62,C
B. Adjei-Boateng,24,Ghana,CM,58,65,61,71,77,71,75,73,71,81,78,D
V. Slivka,23,Lithuania,CM,46,73,69,43,46,68,65,58,53,55,68,D
Genís,21,Spain,RB,31,70,58,63,58,60,57,48,52,60,57,D
Sillero,20,Spain,RB,39,57,40,72,71,65,72,56,66,65,61,D
L. Wales,20,Australia,LW,61,59,48,89,88,75,65,62,34,62,57,D
D. Potter,33,Republic of Ireland,CDM,51,64,62,51,52,63,58,59,65,66,73,D
D. Donohue,24,Wales,LB,50,62,70,68,65,67,67,57,76,72,61,D
C. Tirard,22,France,LW,60,64,54,73,76,72,78,63,55,56,46,D
A. Tanaka,30,Japan,CAM,54,62,58,80,80,87,81,68,69,70,52,D
L. González,27,Venezuela,RW,50,69,72,75,73,76,82,57,70,52,61,D
Lee Keun Ho,22,Korea Republic,RW,66,68,48,66,68,67,55,66,58,65,77,D
V. Mykolenko,19,Ukraine,LB,44,58,50,66,67,54,67,27,62,68,57,D
J. Bruijn,21,Netherlands,CM,39,70,69,63,50,70,85,48,73,60,50,D
M. Akan,23,Turkey,LB,36,53,50,68,67,66,64,35,64,63,57,D
A. Wordsworth,29,England,CM,62,65,65,57,66,59,55,67,50,76,68,D
J. Mejías,20,Venezuela,RCB,20,57,26,65,72,52,58,32,69,56,60,D
A. Okosun,24,Denmark,CM,63,67,63,61,62,38,64,55,60,80,90,D
C. Davies,32,Wales,ST,64,35,20,57,67,54,70,70,72,71,88,D
S. Roa,22,Colombia,RB,22,57,47,79,76,75,76,41,68,82,56,D
F. Salinas,36,Chile,CB,24,46,46,38,41,51,53,53,73,65,78,D
O. Muzayil,25,Saudi Arabia,RB,26,59,53,75,77,66,74,45,64,66,64,D
A. Jones,20,England,RCB,21,37,28,39,50,43,67,48,67,57,67,D
A. Adam,23,Saudi Arabia,ST,67,57,34,76,74,70,69,62,88,69,65,D
D. Schmidt,26,Netherlands,RB,42,65,67,54,51,60,69,69,71,68,73,D
R. Brown,22,England,RM,50,63,62,83,78,84,82,63,73,73,60,D
J. Alondro,30,Paraguay,LB,35,59,47,63,66,54,54,34,61,68,82,D
D. Todorovic,21,Bosnia Herzegovina,RB,42,59,51,73,71,70,77,64,57,66,62,D
M. Ahlschwede,28,Germany,CB,23,57,42,68,74,61,59,46,80,72,73,D
D. Jubitana,19,Belgium,CAM,55,62,67,68,68,69,74,62,67,55,57,D
J. Pohl,22,Denmark,ST,59,60,48,87,87,74,77,60,66,72,78,D
N. Karger,25,Germany,LW,58,62,53,79,76,74,73,63,58,72,59,D
N. Venema,19,Netherlands,ST,69,51,45,72,70,60,60,72,62,64,61,D
M. Simon,32,Australia,ST,58,48,37,71,73,64,32,66,84,85,85,D
L. Verstraete,19,Belgium,RCM,40,69,67,66,68,58,75,70,65,66,71,D
F. Burmeister,28,Germany,CB,32,50,53,62,63,54,61,60,76,63,74,D
Kuki Zalazar,20,Spain,RW,59,64,56,65,63,55,70,71,61,38,46,D
R. Kerschbaum,24,Austria,CDM,50,68,62,67,68,63,65,64,58,73,64,D
M. Müldür,19,Turkey,CB,38,58,51,78,75,71,62,48,72,68,69,D
A. Eckersley,32,England,LB,39,59,54,68,69,60,59,63,79,72,75,D
E. Børufsen,30,Norway,LW,60,59,55,75,55,61,73,76,70,81,77,D
B. Vécsei,24,Hungary,CM,57,70,68,58,55,69,72,65,63,50,74,D
B. Stokke,27,Norway,LS,67,58,48,52,54,40,58,69,73,73,89,D
J. Gray,22,England,RM,57,63,60,77,73,86,70,61,62,65,63,D
Longchang Lin,28,China PR,RCB,23,34,43,34,58,72,36,41,67,59,89,D
C. Aasbak,24,Norway,LB,41,58,52,67,65,59,66,77,59,71,76,D
H. Davis,26,England,RCB,30,47,40,55,54,63,52,55,71,61,78,D
L. Nolan,23,Northern Ireland,CM,33,63,62,62,58,65,61,51,74,74,64,D
J. Bohui,19,England,ST,62,58,35,75,78,71,73,59,66,62,64,D
P. Koch,27,Switzerland,RB,36,58,51,70,72,64,71,39,82,73,64,D
G. Martínez,29,Chile,ST,65,61,57,72,69,68,67,67,76,68,67,D
N. Freeman,22,England,LW,48,61,55,78,77,74,66,58,57,72,59,D
S. Chukwueze,19,Nigeria,RS,62,60,38,86,83,80,75,75,68,60,46,D
Chen Zhizhao,30,China PR,CM,62,62,57,80,71,70,89,66,81,59,34,D
Hui Jiakang,29,China PR,LW,60,68,62,70,73,68,68,62,57,70,59,D
P. Retre,25,Australia,RM,49,62,55,62,67,72,68,48,59,78,66,D
T. Hilliard-Arce,22,United States,CB,22,48,45,66,62,55,58,30,79,59,75,D
V. Sakor,22,Norway,RCM,48,65,61,68,61,68,78,57,69,71,82,D
S. Vega,20,Colombia,RB,22,62,30,65,72,64,68,34,76,72,70,D
A. Lassiter,23,Costa Rica,ST,59,46,30,80,79,74,69,71,73,46,56,D
S. Camara,25,France,LB,38,63,51,63,67,52,49,40,75,75,89,D
S. Matuszek,29,Poland,RCM,32,57,59,44,42,60,60,59,67,83,75,D
J. Dehm,22,Germany,RB,47,63,52,78,86,72,65,53,61,66,59,D
J. Günther-Schmidt,23,Germany,RS,63,57,38,68,72,72,68,71,58,50,69,D
N. Adams,31,Wales,RWB,57,62,63,70,67,73,79,58,76,74,64,D
O. Berber,26,Turkey,LB,28,60,49,76,69,66,66,56,63,68,67,D
A. Tabanelli,28,Italy,CM,42,66,63,48,64,73,38,61,35,68,75,D
A. Ibsen Rømer,24,Denmark,LCM,35,66,64,70,71,69,58,65,65,83,73,D
F. Doré,29,Congo,ST,62,61,55,55,63,55,40,64,72,65,77,D
J. McBean,23,United States,ST,61,50,39,52,60,61,63,77,74,55,79,D
F. Feuillassier,20,Argentina,LW,72,62,45,68,68,67,78,72,47,62,61,D
J. Manns,22,Sweden,RB,28,56,48,83,79,71,77,42,76,68,68,D
Park Dae Han,27,Korea Republic,LB,22,61,56,78,75,77,80,31,73,65,60,D
J. Sheehan,23,Wales,CAM,51,68,67,69,66,72,66,57,64,75,63,D
F. Darwish,26,Saudi Arabia,RB,56,60,58,80,78,75,73,60,81,80,73,D
S. Meusburger,24,Austria,CB,48,54,49,62,59,53,54,56,81,67,73,D
C. Gameiro,25,Australia,ST,63,53,35,71,71,71,66,64,73,58,61,D
D. Jones,31,England,LB,42,60,58,78,87,72,70,56,78,85,73,D
S. Conneely,29,Republic of Ireland,CDM,42,63,61,68,65,72,81,58,83,78,72,D
Y. Bourhane,19,France,LDM,34,69,63,54,61,53,44,46,51,71,71,D
D. Mullen,23,Scotland,ST,61,56,42,79,83,72,63,61,76,77,61,D
J. Murillo,25,Ecuador,LM,61,64,61,70,74,71,72,60,67,74,69,D
E. García,20,Mexico,CB,29,33,35,54,48,48,52,45,70,62,76,D
L. Sapetti,29,Argentina,LB,26,42,31,69,57,59,73,34,86,63,51,D
Dolly Menga,25,Angola,RS,58,57,43,85,85,76,71,66,78,51,73,D
R. Hardie,21,Scotland,ST,64,49,42,86,91,70,71,60,70,73,58,D
J. Marulanda,22,Colombia,RB,31,55,46,72,75,65,70,38,56,70,57,D
C. Bramall,22,England,LB,36,60,58,88,88,74,67,55,64,64,56,D
D. Rosende,32,Chile,CM,38,67,70,55,32,64,69,57,72,53,60,D
G. Sandberg Magnusson,26,Sweden,LCM,56,57,56,57,58,59,64,59,63,90,73,D
K. Walker,28,Sweden,CM,56,67,62,56,55,68,76,64,75,77,59,D
R. Milsom,31,England,LDM,61,63,62,63,66,69,70,65,77,77,78,D
L. Burnet,27,Netherlands,LB,44,59,58,74,75,76,82,42,61,64,54,D
M. Marcjanik,23,Poland,CB,40,53,46,51,61,45,51,61,76,69,75,D
P. Pflücke,21,Germany,CAM,57,63,53,75,68,85,88,55,53,46,33,D
S. Zenjov,29,Estonia,RM,62,66,59,75,68,58,68,63,61,60,68,D
B. Passi,20,France,CB,36,68,63,52,63,57,51,55,68,34,75,D
C. Stanko,24,United States,CDM,41,65,58,51,49,66,71,60,77,62,74,D
O. Rodríguez,21,Mexico,LB,50,68,56,70,69,70,67,41,59,67,59,D
K. Brünker,24,Germany,ST,61,46,45,77,81,60,54,67,63,76,85,D
A. Crognale,23,United States,CB,31,64,50,56,61,52,42,39,79,64,71,D
G. Crociata,20,Italy,CAM,48,60,54,69,56,68,75,59,33,50,45,D
D. Pérez,18,Venezuela,RW,59,64,61,70,74,73,67,63,59,75,63,D
A. Borgmann,23,Germany,LB,31,62,56,68,63,58,63,65,63,72,68,D
V. Agardius,28,Sweden,LCB,26,58,59,73,75,71,73,57,65,71,70,D
Pep Biel,21,Spain,CM,61,66,59,66,62,58,69,67,59,70,65,D
O. Kökçü,17,Netherlands,CM,55,66,66,71,70,68,68,65,64,52,53,D
O. Solet,18,France,CB,25,60,52,68,68,61,39,42,72,67,78,D
A. Sigurðsson,19,Iceland,CF,64,64,61,73,75,76,71,64,69,67,59,D
Borja García,28,Spain,CB,19,61,61,55,62,47,61,42,77,63,70,D
K. Vincent-Young,22,England,LB,48,57,50,88,88,76,55,55,63,75,72,D
T. Knöll,20,Germany,ST,67,54,39,55,63,65,65,63,66,59,68,D
J. Nuttall,21,England,ST,68,54,39,77,68,64,65,58,64,73,76,D
I. Sayan,25,Turkey,RW,61,68,60,60,67,66,54,59,40,42,34,D
K. Veendorp,21,Netherlands,RCB,39,66,65,67,71,65,53,69,83,61,75,D
D. Ball,22,England,RDM,41,64,57,58,62,64,66,53,72,74,66,D
A. Carleton,18,United States,LM,60,64,61,73,70,86,80,62,53,54,49,D
D. Barreto,25,Paraguay,CAM,60,70,66,74,71,68,70,58,62,64,60,D
A. Ferdinand,33,England,LCB,35,58,57,55,55,60,57,55,76,64,73,D
H. Gómez,26,Colombia,RB,47,58,51,63,65,72,71,57,71,72,65,D
M. Browne,20,England,LM,50,58,55,78,80,70,73,57,53,61,69,D
R. Meléndez,19,Chile,CAM,44,72,71,74,70,74,75,59,64,68,59,D
Park Yi-Young,24,Korea Republic,RB,30,62,54,76,75,72,64,34,68,68,66,D
V. Tranberg,21,Denmark,RCB,20,59,48,53,62,50,59,36,61,67,76,D
A. Hoole,24,Australia,RM,48,59,56,83,85,84,76,54,60,79,62,D
N. Ishikawa,32,Japan,LB,20,57,36,54,52,65,62,21,68,70,72,D
Pak Kwang Ryong,25,Korea DPR,RW,60,63,52,68,69,50,43,66,80,78,83,D
C. Alkılıç,30,Turkey,RB,58,61,46,79,78,80,76,71,57,69,58,D
Dani Gómez,19,Spain,ST,67,54,35,66,65,70,65,59,62,51,70,D
F. Senninger,22,Germany,LB,26,54,26,84,86,77,79,29,79,75,56,D
Arribas,19,Spain,ST,67,53,48,61,59,70,64,55,64,48,56,D
V. Supriaga,18,Ukraine,ST,67,56,28,80,81,73,62,58,57,52,64,D
Marcelo Freitas,24,Brazil,CM,58,63,61,48,59,72,58,68,72,85,70,D
Kim Dae Won,21,Korea Republic,LW,59,54,34,80,75,68,69,67,75,64,59,D
S. Schiek,28,Germany,LB,50,56,47,77,79,70,71,63,76,85,76,D
J. Gundersen,22,Norway,LCB,36,60,56,62,63,59,72,39,85,55,73,D
P. Golubović,23,Serbia,RB,24,62,46,66,65,67,69,24,64,69,78,D
M. Ambichl,27,Austria,CM,48,64,66,71,62,70,70,59,59,66,65,D
E. Frederiksen,17,Denmark,CAM,51,64,62,78,68,84,78,67,51,39,49,D
S. Suganuma,28,Japan,CB,22,60,58,63,58,58,56,47,75,62,72,D
S. Hoskins,25,England,RS,58,47,49,88,82,92,89,64,56,70,58,D
V. Davidsen,26,Faroe Islands,LWB,38,58,50,77,74,66,75,50,66,71,59,D
D. Schütz,27,Austria,LM,55,59,58,90,81,93,91,64,90,75,32,D
C. Bayala,22,Burkina Faso,RM,60,61,50,79,80,70,63,70,54,63,69,D
S. Al Jaman,24,Saudi Arabia,LM,62,61,58,79,81,76,78,66,74,65,62,D
N. Tripichio,22,Argentina,RB,32,57,53,77,73,74,71,43,62,76,66,D
V. Pinson,22,France,ST,71,51,38,66,63,58,74,60,53,51,44,D
Salva Ruíz,23,Spain,LB,25,70,58,68,60,65,63,41,71,54,72,D
Zhou Haibin,32,China PR,CDM,57,63,70,32,54,75,57,68,65,66,66,D
M. Collao,20,Chile,CAM,58,71,62,60,71,71,71,57,44,67,36,D
E. Miller,25,United States,RB,31,60,52,74,79,66,56,44,80,75,63,D
J. Untersee,24,Switzerland,RM,48,67,62,68,68,68,68,55,76,68,53,D
R. Uldrikis,20,Latvia,ST,62,55,52,55,55,49,59,62,68,65,92,D
K. Grant,20,England,LS,66,52,31,86,88,71,60,59,72,62,62,D
D. Andrew,27,England,LB,30,63,66,72,69,64,59,66,51,72,66,D
C. Daniel,30,England,LB,54,62,52,79,78,78,64,70,80,75,83,D
Kim Seung Yong,33,Korea Republic,CAM,65,64,66,67,48,57,61,68,57,56,56,D
F. Rawson,21,England,RCB,21,51,46,57,59,56,59,38,69,71,78,D
W. Janssens,22,Belgium,ST,63,54,33,72,78,74,71,64,78,50,57,D
J. Mosquera,27,Colombia,CDM,39,63,65,78,68,78,78,57,49,81,62,D
N. Lang,19,Netherlands,LW,55,66,55,73,76,78,72,67,66,72,62,D
N. Quaschner,24,Germany,LM,61,64,54,79,82,66,66,71,76,69,74,D
C. McHugh,25,Republic of Ireland,CDM,42,63,61,66,58,73,77,55,83,82,79,D
O. Balanta,30,Colombia,CDM,51,63,54,68,63,61,49,57,58,70,75,D
J. López,26,Algeria,CAM,60,65,60,72,64,72,81,57,56,60,52,D
M. D'Arpino,22,France,CM,48,70,68,68,69,82,80,62,56,68,58,D
K. van Veen,27,Netherlands,LS,66,46,53,52,53,62,54,76,74,64,77,D
S. McGinn,29,Scotland,RCM,50,61,61,45,44,61,73,70,53,72,81,D
Juan Cámara,24,Spain,LM,63,69,69,73,73,80,70,61,66,58,42,D
B. Bronico,23,United States,LDM,57,72,57,69,68,63,71,63,39,66,58,D
F. Björkén,27,Sweden,RB,56,60,57,73,72,66,67,55,66,72,67,D
M. Litka,22,Germany,RM,54,59,34,78,69,79,74,60,62,60,40,D
T. Kadewere,22,Zimbabwe,ST,65,60,57,78,77,79,74,55,73,70,68,D
M. Devlin,24,Scotland,CB,23,46,36,37,34,39,48,41,76,72,81,D
I. Marconi,28,Italy,CB,25,62,51,45,59,35,62,40,77,59,61,D
K. Boto,22,France,LB,25,66,63,69,69,58,58,48,72,70,72,D
O. Malik,27,Australia,CDM,33,61,62,65,66,67,59,39,73,72,75,D
T. Pett,26,England,CAM,55,59,54,75,71,86,82,57,65,66,49,D
A. Winkler,26,Germany,LB,19,53,57,57,52,45,56,33,69,53,83,D
A. Rizzo,21,Italy,LM,42,59,57,80,78,81,72,59,71,67,54,D
Lang Zheng,31,China PR,CB,23,50,26,54,60,52,43,30,70,59,76,D
E. Smith Rowe,17,England,LW,61,59,49,78,79,73,68,69,47,61,44,D
M. Palacios,21,Colombia,CAM,52,66,62,80,82,87,74,50,73,73,47,D
G. Felicioli,20,Italy,LB,51,63,53,69,61,71,64,65,62,62,58,D
N. Rinderknecht,20,Germany,CM,39,64,62,62,65,65,64,58,78,73,75,D
J. Campbell-Ryce,35,Jamaica,LM,52,55,50,74,76,77,81,57,88,65,59,D
M. Dube,25,South Africa,RWB,22,58,65,75,72,51,78,55,56,65,52,D
M. Thurnwald,19,Austria,RB,48,60,58,82,77,91,80,56,74,82,62,D
Mayoral,21,Spain,RM,61,59,55,87,79,87,83,58,44,65,42,D
D. Sołdecki,31,Poland,CDM,34,63,55,59,43,61,59,56,75,80,82,D
L. Miller,35,Scotland,ST,62,63,56,53,54,55,53,68,83,70,83,D
S. Cox,31,Republic of Ireland,ST,65,61,56,58,62,65,65,68,73,76,69,D
M. Gómez,21,Colombia,ST,65,52,40,70,74,63,68,55,69,60,68,D
H. Kawabe,22,Japan,RCM,48,65,60,74,78,70,68,59,65,62,67,D
C. Long,23,England,ST,63,56,38,78,76,70,62,64,79,69,69,D
P. Green,35,Republic of Ireland,CM,52,64,63,58,56,70,80,62,76,79,66,D
Hu Yanqiang,25,China PR,CM,58,64,64,82,86,91,76,65,52,76,54,D
J. Byrom,31,England,LCM,52,66,64,44,39,66,61,62,77,68,71,D
Andújar,26,Spain,CB,16,54,51,61,55,48,54,56,62,65,71,D
S. Sosa,18,Venezuela,LM,50,63,57,67,64,63,67,60,39,60,57,D
I. Wadji,23,Senegal,ST,54,46,41,88,88,81,83,60,76,47,57,D
H. Muñoz,23,Mexico,CB,27,55,54,33,33,30,65,26,33,58,86,D
T. Eastman,26,England,CB,23,58,56,35,42,53,54,45,63,78,81,D
H. Ekstein,27,South Africa,RM,50,67,47,76,75,71,81,61,44,61,38,D
L. Riveros,19,Paraguay,ST,68,65,63,69,71,67,66,65,66,71,70,D
F. Kath,23,Germany,LM,58,63,49,76,77,69,65,59,54,64,63,D
S. Kalajdzic,20,Austria,CAM,58,64,57,64,71,56,40,58,44,65,80,D
K. Dermaku,26,Albania,RCB,22,38,35,57,54,54,34,48,70,56,71,D
S. Amro,28,Saudi Arabia,LB,48,63,62,76,76,68,72,50,81,74,69,D
J. Caenepeel,21,Belgium,RM,60,59,42,85,84,74,73,62,60,64,65,D
A. Martin,28,England,RCB,29,53,48,58,46,53,50,67,66,63,73,D
K. Larsen,26,Norway,LM,61,61,41,76,69,79,77,66,54,75,61,D
S. Tronstad,22,Norway,RCM,58,64,63,67,67,76,74,61,77,75,47,D
T. Mpati,26,Belgium,RB,39,61,54,75,81,74,72,46,75,71,61,D
M. Tacalfred,37,France,RCB,21,66,60,35,34,43,69,65,74,52,71,D
P. Ceccaroni,22,Italy,CB,31,53,47,72,73,54,59,29,62,66,66,D
E. Ćivić,22,Bosnia Herzegovina,LM,54,62,45,75,73,70,68,79,58,60,76,D
K. Ellis,27,United States,RB,50,62,58,66,67,64,80,63,74,67,69,D
T. Elrich,31,Australia,LCB,52,63,58,69,71,66,70,59,71,72,68,D
N. Brandenburger,23,Germany,RDM,35,60,57,67,66,62,66,57,71,80,73,D
J. Mullins,32,England,CB,35,54,53,65,61,57,60,48,87,66,74,D
P. Nymann,35,Denmark,RM,53,63,58,71,72,64,65,62,61,71,66,D
B. Waters,23,England,RM,56,56,54,80,83,85,81,57,54,66,57,D
J. Gorenc Stanković,22,Slovenia,CB,43,66,56,50,44,52,49,53,58,58,69,D
H. Cornick,23,England,RS,59,61,55,85,88,68,68,57,45,72,63,D
L. Filippini,22,Italy,LB,27,53,51,66,70,56,60,52,80,73,67,D
G. Karlen,25,Switzerland,ST,67,52,46,69,74,61,62,61,69,52,72,D
Moi Delgado,24,Spain,LB,24,60,55,69,71,66,58,59,74,78,65,D
Lee Hyun Woong,30,Korea Republic,CM,56,70,59,74,78,66,81,67,77,58,60,D
Feng Zhuoyi,29,China PR,RCM,48,58,52,58,67,66,64,43,58,76,79,D
Feng Renliang,30,China PR,RW,58,52,40,74,74,69,66,56,43,68,57,D
Pablo Fernández,21,Spain,ST,69,60,52,65,65,66,42,66,74,61,71,D
J. Bijol,19,Slovenia,CDM,49,65,58,57,69,53,45,58,72,65,75,D
C. Palomeque,24,Colombia,LM,59,60,55,85,82,86,79,66,92,62,66,D
K. Itakura,21,Japan,LCB,16,66,64,73,75,63,49,64,77,62,72,D
S. Jombati,30,Portugal,RCB,27,58,54,71,65,74,55,51,76,81,76,D
Du Zhenyu,35,China PR,LM,60,65,64,58,38,41,73,63,79,37,55,D
M. Fellah,29,Norway,RM,57,64,60,81,76,89,85,65,90,55,68,D
F. Portillo,30,Paraguay,CM,31,72,67,35,55,57,55,42,72,85,74,D
C. Amaya,27,Colombia,ST,68,44,27,74,73,78,77,62,73,75,67,D
M. Dembélé,21,France,ST,70,48,42,75,77,56,68,62,69,59,61,D
Borja Domingo,22,Spain,ST,63,58,51,53,45,58,66,61,69,50,58,D
D. Granli,24,Norway,RCB,43,61,58,66,62,61,60,58,51,71,67,D
Henrique,33,Brazil,LW,67,63,39,76,73,84,92,67,56,59,29,D
J. Lopy,26,Senegal,RCM,38,65,65,69,68,67,54,59,72,81,73,D
Y. Mena,26,Colombia,ST,62,52,44,67,66,70,49,64,54,71,78,D
R. Kouamé,21,Mali,CM,46,66,62,71,75,72,73,57,67,71,65,D
F. Nouble,26,England,ST,63,50,40,79,84,65,44,72,53,70,86,D
M. Naderi,21,Iran,LB,24,52,54,62,66,64,59,31,63,68,84,D
E. Serje,22,Colombia,CDM,43,64,59,67,57,70,67,45,61,85,58,D
D. Gallagher,27,Scotland,RCB,25,37,31,51,54,40,34,36,70,56,74,D
Z. Arsenić,24,Croatia,CB,32,55,46,60,64,47,56,58,73,63,72,D
G. Thomas,21,Wales,RM,65,59,52,79,74,69,74,61,78,73,59,D
M. Al Fehaid,28,Saudi Arabia,LDM,33,65,58,64,70,70,78,55,68,86,65,D
A. Jagiełło,23,Poland,LM,61,62,58,79,73,90,93,60,86,38,34,D
S. Domínguez,30,Chile,CM,42,70,66,69,72,68,66,56,58,83,77,D
J. Arias,23,Curacao,ST,67,57,32,55,67,43,52,72,62,60,83,D
A. Ivan,23,Romania,RM,57,64,62,76,77,78,75,61,58,64,64,D
Rúben Lameiras,23,Portugal,RM,57,64,59,71,68,90,83,61,66,67,52,D
M. Pérez Acuña,24,Argentina,RB,32,54,53,71,74,76,64,43,82,72,58,D
T. Holmes-Dennis,22,England,LB,35,60,55,76,76,71,69,43,62,72,63,D
Y. Andia,25,Chile,LCM,56,70,64,65,65,62,71,62,62,76,65,D
A. Flores,27,El Salvador,CM,61,67,61,70,73,56,82,65,67,66,48,D
B. White,22,United States,ST,65,50,47,73,74,70,70,63,70,66,65,D
T. Kubo,17,Japan,CAM,58,68,52,89,74,82,87,54,54,67,41,D
H. Otani,33,Japan,RDM,27,69,65,55,53,52,70,51,66,60,58,D
Han Peng,34,China PR,ST,66,55,57,52,39,56,50,68,65,43,84,D
J. Welsh,34,England,CDM,39,64,59,31,34,41,70,61,71,63,77,D
